  260,19960801,  167
  260,19960802,  159
  260,19960803,  159
  260,19960804,  176
  260,19960805,  193
  260,19960806,  171
  260,19960807,  151
  260,19960808,  173
  260,19960809,  204
  260,19960810,  206
  260,19960811,  180
  260,19960812,  168
  260,19960813,  187
  260,19960814,  184
  260,19960815,  177
  260,19960816,  163
  260,19960817,  164
  260,19960818,  189
  260,19960819,  222
  260,19960820,  228
  260,19960821,  181
  260,19960822,  178
  260,19960823,  184
  260,19960824,  164
  260,19960825,  153
  260,19960826,  157
  260,19960827,  140
  260,19960828,  146
  260,19960829,  148
  260,19960830,  159
  260,19960831,  133
  260,19960901,  126
  260,19960902,  130
  260,19960903,  149
  260,19960904,  148
  260,19960905,  149
  260,19960906,  130
  260,19960907,  119
  260,19960908,  115
  260,19960909,  138
  260,19960910,  132
  260,19960911,  124
  260,19960912,  129
  260,19960913,  125
  260,19960914,  135
  260,19960915,  121
  260,19960916,  113
  260,19960917,  116
  260,19960918,  114
  260,19960919,  107
  260,19960920,  113
  260,19960921,  102
  260,19960922,   95
  260,19960923,  100
  260,19960924,   99
  260,19960925,  111
  260,19960926,  133
  260,19960927,  145
  260,19960928,  133
  260,19960929,  148
  260,19960930,  147
  260,19961001,  102
  260,19961002,   89
  260,19961003,  120
  260,19961004,  118
  260,19961005,   93
  260,19961006,   87
  260,19961007,   95
  260,19961008,  112
  260,19961009,  125
  260,19961010,  116
  260,19961011,  106
  260,19961012,   95
  260,19961013,  117
  260,19961014,  148
  260,19961015,  130
  260,19961016,   95
  260,19961017,   80
  260,19961018,   90
  260,19961019,  116
  260,19961020,  129
  260,19961021,  127
  260,19961022,   96
  260,19961023,   94
  260,19961024,   99
  260,19961025,  107
  260,19961026,  108
  260,19961027,  112
  260,19961028,  134
  260,19961029,  107
  260,19961030,   97
  260,19961031,   95
  260,19961101,  116
  260,19961102,  139
  260,19961103,  138
  260,19961104,  130
  260,19961105,  100
  260,19961106,  116
  260,19961107,   89
  260,19961108,   63
  260,19961109,   77
  260,19961110,   67
  260,19961111,   65
  260,19961112,   86
  260,19961113,   55
  260,19961114,   27
  260,19961115,   10
  260,19961116,   28
  260,19961117,   23
  260,19961118,   39
  260,19961119,   30
  260,19961120,   56
  260,19961121,   41
  260,19961122,   40
  260,19961123,   17
  260,19961124,   23
  260,19961125,   45
  260,19961126,   38
  260,19961127,   10
  260,19961128,   16
  260,19961129,   34
  260,19961130,   41
  260,19961201,   48
  260,19961202,   74
  260,19961203,   62
  260,19961204,   67
  260,19961205,   49
  260,19961206,   54
  260,19961207,   53
  260,19961208,   19
  260,19961209,   -3
  260,19961210,   -4
  260,19961211,  -10
  260,19961212,   -6
  260,19961213,   12
  260,19961214,    1
  260,19961215,   67
  260,19961216,   52
  260,19961217,   30
  260,19961218,   55
  260,19961219,   60
  260,19961220,    0
  260,19961221,  -35
  260,19961222,  -22
  260,19961223,  -26
  260,19961224,  -45
  260,19961225,  -27
  260,19961226,  -53
  260,19961227,  -49
  260,19961228,  -86
  260,19961229,  -43
  260,19961230,  -12
  260,19961231,  -97
  260,19970101, -114
  260,19970102, -126
  260,19970103,  -77
  260,19970104,  -41
  260,19970105,  -53
  260,19970106,  -79
  260,19970107,  -53
  260,19970108,  -76
  260,19970109,  -70
  260,19970110,  -34
  260,19970111,  -38
  260,19970112,   -6
  260,19970113,   27
  260,19970114,   14
  260,19970115,   -5
  260,19970116,    2
  260,19970117,   29
  260,19970118,   46
  260,19970119,   32
  260,19970120,   24
  260,19970121,   10
  260,19970122,   53
  260,19970123,   45
  260,19970124,   23
  260,19970125,   13
  260,19970126,   -1
  260,19970127,  -22
  260,19970128,   23
  260,19970129,   26
  260,19970130,   28
  260,19970131,   29
  260,19970201,   14
  260,19970202,   -3
  260,19970203,   11
  260,19970204,   46
  260,19970205,   38
  260,19970206,   49
  260,19970207,   67
  260,19970208,   31
  260,19970209,   77
  260,19970210,   75
  260,19970211,   60
  260,19970212,   96
  260,19970213,   67
  260,19970214,   34
  260,19970215,   37
  260,19970216,   32
  260,19970217,   68
  260,19970218,   79
  260,19970219,   58
  260,19970220,   83
  260,19970221,   92
  260,19970222,   92
  260,19970223,   98
  260,19970224,   98
  260,19970225,  106
  260,19970226,   78
  260,19970227,   66
  260,19970228,   97
  260,19970301,   95
  260,19970302,  103
  260,19970303,   72
  260,19970304,   78
  260,19970305,   86
  260,19970306,   79
  260,19970307,   93
  260,19970308,   90
  260,19970309,   90
  260,19970310,   91
  260,19970311,   54
  260,19970312,   72
  260,19970313,   98
  260,19970314,   88
  260,19970315,   97
  260,19970316,   98
  260,19970317,   91
  260,19970318,   72
  260,19970319,   66
  260,19970320,   53
  260,19970321,   52
  260,19970322,   38
  260,19970323,   64
  260,19970324,   66
  260,19970325,   74
  260,19970326,   98
  260,19970327,  113
  260,19970328,   76
  260,19970329,   75
  260,19970330,   84
  260,19970331,   74
  260,19970401,   87
  260,19970402,   80
  260,19970403,   89
  260,19970404,   61
  260,19970405,   89
  260,19970406,   60
  260,19970407,   43
  260,19970408,   73
  260,19970409,  101
  260,19970410,   93
  260,19970411,   75
  260,19970412,   66
  260,19970413,   63
  260,19970414,   83
  260,19970415,   67
  260,19970416,   63
  260,19970417,   71
  260,19970418,   63
  260,19970419,   59
  260,19970420,   48
  260,19970421,   52
  260,19970422,   56
  260,19970423,   64
  260,19970424,  108
  260,19970425,  100
  260,19970426,  108
  260,19970427,  119
  260,19970428,  114
  260,19970429,   99
  260,19970430,   96
  260,19970501,  116
  260,19970502,  144
  260,19970503,  162
  260,19970504,  147
  260,19970505,  132
  260,19970506,   67
  260,19970507,   58
  260,19970508,   69
  260,19970509,   94
  260,19970510,  123
  260,19970511,  126
  260,19970512,  118
  260,19970513,  142
  260,19970514,  108
  260,19970515,  129
  260,19970516,  195
  260,19970517,  210
  260,19970518,  175
  260,19970519,  177
  260,19970520,  150
  260,19970521,  123
  260,19970522,  111
  260,19970523,  103
  260,19970524,  104
  260,19970525,  123
  260,19970526,  121
  260,19970527,  109
  260,19970528,  111
  260,19970529,  117
  260,19970530,  147
  260,19970531,  145
  260,19970601,  148
  260,19970602,  167
  260,19970603,  170
  260,19970604,  167
  260,19970605,  203
  260,19970606,  217
  260,19970607,  204
  260,19970608,  181
  260,19970609,  170
  260,19970610,  196
  260,19970611,  198
  260,19970612,  179
  260,19970613,  176
  260,19970614,  157
  260,19970615,  136
  260,19970616,  141
  260,19970617,  130
  260,19970618,  136
  260,19970619,  161
  260,19970620,  142
  260,19970621,  153
  260,19970622,  135
  260,19970623,  126
  260,19970624,  124
  260,19970625,  127
  260,19970626,  140
  260,19970627,  149
  260,19970628,  152
  260,19970629,  158
  260,19970630,  143
  260,19970701,  144
  260,19970702,  149
  260,19970703,  148
  260,19970704,  155
  260,19970705,  156
  260,19970706,  146
  260,19970707,  175
  260,19970708,  175
  260,19970709,  168
  260,19970710,  179
  260,19970711,  208
  260,19970712,  208
  260,19970713,  198
  260,19970714,  184
  260,19970715,  169
  260,19970716,  177
  260,19970717,  168
  260,19970718,  165
  260,19970719,  190
  260,19970720,  187
  260,19970721,  185
  260,19970722,  184
  260,19970723,  185
  260,19970724,  175
  260,19970725,  164
  260,19970726,  186
  260,19970727,  168
  260,19970728,  172
